Source,organization_id,organization_name,organization_alternate_name,organization_description,organization_email,organization_phone,organization_url,organization_tax_status,organization_tax_id,organization_year_incorporated,organization_legal_status,organization_latitude,organization_longitude,organization_street,organization_city,organization_state,organization_zip,organization_county,service_id,service_type,service_subtype,service_facility_usage_subcode,program_id,service_name,service_alternate_name,service_description,service_url,service_email,service_phone,service_status,service_interpretation_services,service_application_process,service_wait_time,service_fees,service_accreditations,service_licenses,taxonomy_ids,service_latitude,service_longitude,service_street,service_city,service_state,service_zip,service_county
IRMA,433,ARC - Columbus Civic Center,,,,7063235614,,,,,,32.4510478,-84.9865387,"400 4th Street, Columbus, Georgia 31901, United States",Columbus,Georgia,31901,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,997,ARC - First Baptist Church of Gainesville,,,,7705347354,,,,,,34.3094814,-83.8295111,"751 Green St, Gainesville, GA 30501, USA",Gainesville,,30501,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,998,ARC - Frank Chester Recreation Center,,,,7066858016,,,,,,32.427403,-84.940235,"1441 Fort Benning Rd, Columbus, GA 31903, USA",Columbus,,31903,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1067,ARC -Central Park Recreation Center,,,,4048741780,,,,,,33.7690245,-84.3745304,"400 Merritts Ave NE, Atlanta, GA 30308, USA",Atlanta,,30308,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1011,ARC Rosa Jackson Rec Center,,,,4787519169,,,,,,32.857542,-83.610423,"1211 Maynard St, Macon, GA 31217, USA",Macon,,31217,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1013,ARC Waycross Middle School,,,,9122872333,,,,,,31.2136321,-82.340378,"700 Central Ave, Waycross, GA 31501, USA",Waycross,,31501,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1053,ASU Acadome (ASU Campus),,,,badphone,,,,,,32.3650918,-86.2956923,"915 S Jackson St, Montgomery, AL 36104, USA",Montgomery,,36104,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1072,Abbeville 1st Baptist Church,,,,2294672944,,,,,,31.9899926,-83.30359,"135 Riverside Dr, Abbeville, GA 31001, USA",Abbeville,,31001,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,411,Abess Park Elementary,,,,9046302489,,,,,,30.323524,-81.477635,12731 Abess Blvd,Jacksonville,,32225,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1043,Abraham Baldwin College,,,,4046357000,,,,,,31.493994,-83.5310316,"2802 Moore Hwy, Tifton, GA 31793, USA",Tifton,,31793,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,859,Adams Middle School,,,,badphone,,,,,,-82.467224,28.042174,10201-10299 North Boulevard,Tampa,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,950,Al-Farooq Masjid: Home,,,,4048747521,,,,,,33.7858232,-84.4015484,"442 14th St NW, Atlanta, GA 30318, USA",Atlanta,,30318,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,655,Alachua County Senior Ctr - Sp Needs,,,,3522646557,,,,,,29.7076443,-82.3548409,"5701 NW 34th Blvd, Gainesville, FL 32653, USA",Gainesville,Florida,32653,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,611,Alachua Elementary School,,,,badphone,,,,,,29.79541,-82.4924489,"13800 Northwest 152nd Place, Alachua, FL 32615, USA",Alachua,,32615,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1045,Albany Civic Center,,,,4046357000,,,,,,31.5738262,-84.1500462,"100 W Oglethorpe Blvd, Albany, GA 31701, USA",Albany,,31701,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,957,Albany Family Worship Center,,,,2294340342,,,,,,31.619099,-84.231405,"3024 Kensington Ct, Albany, GA 31721, USA",Albany,,31721,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,524,Albany Humane Society- Pet Shelter,,,,2298887387,,,,,,31.5496495,-84.2041135,"1705 West Oakridge Drive, Albany, GA, United States",Albany,Georgia,31707,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,494,Alberta School of Performing Arts,,,,2057593564,,,,,,33.209358,-87.502442,"2700 University Boulevard East, Tuscaloosa, AL, United States",Tuscaloosa,Alabama,35404,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,522,Alico Arena,,,,2395907145,,,,,,26.4694811,-81.7647091,"12181 Fgcu Lake Parkway East, Fort Myers, FL, United States",Fort Myers,Florida,33913,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1014,Allendale Elementary School,,,,8035843476,,,,,,32.9830271,-81.2722043,"3305 Allendale-Fairfax Hwy, Fairfax, SC 29827, USA",Fairfax,,29827,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1235,Alnwick Community Center,,,,8657241714,,,,,,35.7492364,-84.0343621,"2146 Big Springs Rd, Maryville, TN 37801, USA",Maryville,,37801,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,835,Alta Vista Elementary School,,,,badphone,,,,,,28.0854939,-81.6249003,"801 Scenic Hwy, Haines City, FL 33844, USA",Haines City,,33844,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,442,Amelia Earhart Elementary,,,,3054685900,,,,,,25.8771383,-80.2681758,5987 East 7th Avenue,Hialeah,Florida,33013,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,797,American Legion Hall,,,,badphone,,,,,,33.1728765,-83.996881,"8 Towaliga South Rd, Jackson, GA 30233, USA",Jackson,,30233,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,19,American Legion Post #64,,,,8637632950,,,,,,27.242625,-80.8281957,501 SE 2nd St,Okeechobee,,34974,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,443,American Senior High,,,,3054685900,,,,,,25.939445,-80.308522,"18350 NW 67th Ave, Hialeah, FL, United States",Hialeah,Florida,33015,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1194,Amicalola Falls State Park & Lodge,,,,badphone,,,,,,34.5541408,-84.2508264,"418 Amicalola Falls State Park Rd, Dawsonville, GA 30534, USA",Dawsonville,,30534,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,444,Andover Middle School,,,,3054685900,,,,,,25.9666846,-80.199174,"121 Northeast 207th Street, Miami, FL, United States",Miami,Florida,33179,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,413,Andrew Robinson,,,,9046302489,,,,,,30.351937,-81.65634,101 W. 12th Street,Jacksonville,,32206,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1137,Animal Care Facility  - Pets Only,,,,8035763439,,,,,,34.0523495,-81.1075194,"3216 Broad River Rd, Columbia, SC 29210, USA",Columbia,,29210,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,75,Annie Lucy Williams Elementary School,,,,9417764040,,,,,,27.543356,-82.4259007,3404 Fort Hamer Rd,Parrish,,34219,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,729,Apollo Elementary,,,,3212677890,,,,,,28.580707,-80.844226,"3085 Knox McRae Dr, Titusville, FL 32780, USA",Titusville,,32780,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,532,Apopka High School,,,,4078369140,,,,,,28.693476,-81.521559,"555 Martin St. Apopka, FL 32712",Apopka,,32712,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,818,Apopka Middle School,,,,4078842208,,,,,,28.6876858,-81.5085695,"425 N Park Ave, Apopka, FL 32712, USA",Apopka,,32712,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,607,Archer Community School,,,,badphone,,,,,,29.5201505,-82.5225874,"14533 SW 170th St, Archer, FL 32618, USA",Archer,,32618,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,414,Arlington Middle School,,,,9046302489,,,,,,30.337778,-81.570631,8141 Lone Star Road,Jacksonville,,32211,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,886,Armwood High School,,,,badphone,,,,,,-82.295988,28.005565,12000 U.S. 92,Seffner,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,91,Ashton Elementary School,,,,9413616440,,,,,,27.278419,-82.467555,"5110 Ashton Rd, Sarasota, FL 34233",Sarasota,,34233,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,48,Astatula Elementary School,,,,badphone,,,,,,28.7113024,-81.7258581,"13925 Florida Ave, Astatula, FL 34705, USA",Astatula,,34705,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1027,Atkinson County High School Gym,,,,badphone,,,,,,31.320905,-82.8498786,"145 Rebel Ln, Pearson, GA 31642, USA",Pearson,,31642,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1215,Atlanta Humane Society - Metro Sheltering Pets Only,,,,3035061934,,,,,,34.0181482,-84.3206221,"900, 1425 Market Blvd, Roswell, GA 30076, USA",Roswell,,30076,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,429,Atlanta Motor Speedway (RV/tent campgrounds),,,,7709464211,,,,,,33.384517,-84.313377,1500 Tara Pl,Hampton,Georgia,30228,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,417,Atlantic Coast High School,,,,9046302489,,,,,,30.204067,-81.506089,9735 R.G. Skinner Pkwy,Jacksonville,,32256,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,223,Atlantic Community High School,,,,5612431500,,,,,,26.4624729,-80.0977491,2455 W Atlantic Ave,Delray Beach,,33445,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,150,Atlantic High School,,,,3863226100,,,,,,29.1499171,-81.0273989,"1250 Reed Canal Rd, Port Orange, FL, United States",Port Orange,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,101,Atwater Elementary School,,,,9412572317,,,,,,27.06633,-82.106766,"4701 Huntsville Ave, North Port, FL 34288",North Port,,34288,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,848,Auburndale High School,,,,badphone,,,,,,28.0721976,-81.7854993,"1 Bloodhound Trail, Auburndale, FL 33823, USA",Auburndale,,33823,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1253,Augusta Animal Services,,,,7065640774,,,,,,33.368814,-82.051824,"4164 Mack Ln, Augusta, GA 30906, USA",Augusta,,30906,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1174,Avon Elementary School,,,,8634524355,,,,,,27.601986,-81.510026,"705 Winthrop St, Avon Park, FL 33825, USA",Avon Park,,33825,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1003,Avon Park Recreation Center,,,,8634026500,,,,,,27.5901322,-81.5062494,"207 W State St, Avon Park, FL 33825, USA",Avon Park,,33825,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,918,BLOOMINGDALE HIGH SCHOOL,,,,8132725900,,,,,,27.8937511,-82.253748,"1700 Bloomingdale Ave, Valrico, FL 33596, USA",Valrico,,33596,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,519,Baldwin County Coliseum and Fair Grounds,,,,badphone,,,,,,30.5383573,-87.6940724,"19477 Fairground Road, Robertsdale, AL, United States",Robertsdale,Alabama,36567,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,445,Barbara Goleman Senior High,,,,3054685900,,,,,,25.9023918,-80.3456898,"14100 NW 89th Ave, Miami Lakes, FL, United States",Miami Lakes,Florida,33018,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,539,Barnett Park Community Center ,,,,4078369140,,,,,,28.5581083,-81.4415587,"4801 W Colonial Dr, Orlando, FL 32808, USA",Orlando,,32808,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,160,Barney E Veal Center,,,,4078468532,,,,,,28.2855551,-81.3616768,"700 Generation Point, Kissimmee, FL 34744",Kissimmee,,34744,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,779,Barrington Middle School,,,,badphone,,,,,,27.8486472,-82.2574149,"5925 Village Center Dr, Lithia, FL 33547, USA",Lithia,,33547,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,375,Barron Collier High School,,,,2393771200,,,,,,26.2166392,-81.7634583," 5600 Cougar Dr, Naples, FL 34109",Naples,,34109,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,399,Bartels Middle School,,,,8132747700,,,,,,28.168664,-82.350667,"9020 Imperial Oak Blvd, Tampa, FL 33647, United States",Tampa,Florida,33647,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,853,Bartow High School,,,,badphone,,,,,,27.8859937,-81.84332,"1270 S Broadway Ave, Bartow, FL 33830, USA",Bartow,,33830,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,426,Bartram Trail High School,,,,9048245550,,,,,,30.044702,-81.609413,7399 Longleaf Pine Pkwy,Saint Johns,,32259,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1102,Battery Creek High School,,,,8433225500,,,,,,32.4316056,-80.7423305,"1 Blue Dolphin Dr, Beaufort, SC 29906, USA",Beaufort,,29906,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,340,Bauder Elementary School,,,,7275477829,,,,,,27.8518403,-82.8169182,12755 86th Ave N.,Seminole,,33776,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,33,Bayshore Elementary School,,,,9417484501,,,,,,27.4321497,-82.592357,6120 26th St W,Bradenton,,34207,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,574,Bayshore Elementary School,,,,7724604357,,,,,,27.2917554,-80.364521,"1661 Southwest Bayshore Boulevard, Port St. Lucie, FL, United States",Port St. Lucie,Florida,34984,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,195,Bayside High School,,,,3219565000,,,,,,27.951022,-80.675983,"1901 Degroodt Rd SW, Palm Bay, FL 32908",Palm Bay,,32908,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,506,Beachside Montessori Village,,,,badphone,,,,,,26.0168525,-80.1522708,"2230 Lincoln St, Hollywood, FL 33020, USA",Hollywood,,33020,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1134,Beachville Advent Christian Church,,,,badphone,,,,,,29.9995547,-82.8621134,"24815 Co Rd 49, O'Brien, FL 32071, USA",O'Brien,,32071,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1151,Beaumont Central,,,,badphone,,,,,,28.2949505,-81.4099991,"320 N Beaumont Ave, Kissimmee, FL 34741, USA",Kissimmee,,34741,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,773,Bell Elementary School,,,,3524633275,,,,,,29.750735,-82.8550489,"2771 E Bell Ave, Bell, FL 32619, USA",Bell,,32619,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,775,Bell Health Academy / Bell High School,,,,badphone,,,,,,29.75154,-82.859312,"930 S Main St, Bell, FL 32619, USA",Bell,,32619,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,353,Belleair Elementary School ,,,,7274695983,,,,,,27.9508477,-82.7910097,1156 Lakeview Rd.,Clearwater,,33756,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,694,Belleview High School Special Needs,,,,badphone,,,,,,29.0730079,-82.0910965,"10400 SE 36th Ave, Belleview, FL 34420, USA",Belleview,Florida,34420,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,692,Belleview Middle School Special Needs,,,,3523697500,,,,,,29.068899,-82.0888812,"10500 SE 36th Ave, Belleview, FL 34420, USA",Belleview,Florida,34420,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,858,Benito Middle School,,,,8132725900,,,,,,28.1409782,-82.3245506,"10101 Cross Creek Blvd, Tampa, FL 33647, USA",Tampa,,33647,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,119,Bentley Elementary,,,,4076655102,,,,,,28.792908,-81.3310298,2190 S Oregon Ave,Sanford,,32771,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,89,Bert J. Harris Agri-Civic Center (Special Needs-Only),,,,8634026630,,,,,,27.4411547,-81.4230063,"4500 W George Blvd, Sebring, FL 33875",Sebring,,33875,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,876,Beth Shields Middle School,,,,badphone,,,,,,-82.369909,27.740082,3908 19th Avenue Northeast,Ruskin,,,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,385,Bethany Moravian Church,,,,3407766291,,,,,,17.1197259,-61.8059814,"Paynter's Main Rd, Piggotts, Antigua and Barbuda",Piggotts,,830,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,339,Big Cypress Elementary School,,,,2393776300,,,,,,26.2271388,-81.6743537,"3250 Golden Gate Blvd W, Naples, FL 34120",Naples,,34120,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,488,Big Sandy Elementary,,,,2053422840,,,,,,33.055124,-87.5858997,"12058 Upper Hull Road, Tuscaloosa, AL, United States",Tuscaloosa,Alabama,35405,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,80,Bishop Nevins Academy,,,,9413664010,,,,,,27.335766,-82.481995,"4380 Fruitville Rd, Sarasota, FL 34232",Sarasota,,34232,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,540,Bithlo Community Center and Park,,,,4078369140,,,,,,28.559478,-81.102644,"18501 Washington Ave, Orlando, FL 32820, USA",Orlando,,32820,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1083,Black Rock Mountain State Park,,,,7067462141,,,,,,34.9070821,-83.4095303,"Black Rock Mountain Pkwy, Mountain City, GA 30562, USA",Mountain City,,30562,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,541,Blackshear Church of God,,,,9124495066,,,,,,31.3115117,-82.2496595,"411 W Carter Ave, Blackshear, GA 31516, USA",Blackshear,,31516,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1046,Blackshear Trail  Elementary School,,,,4046357000,,,,,,31.9971353,-83.7492038,"Old Blackshear Rd, Cordele, GA 31015, USA",Cordele,,31015,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,428,Blackshear Trail Elementary,,,,2292763415,,,,,,31.9793803,-83.7724644,"1001 Blackshear Road, Cordele, GA 31015, United States",Cordele,Georgia,31015,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,657,Blounstown High School,,,,badphone,,,,,,30.46787,-85.042597,"18597 FL-69, Blountstown, FL 32424, USA",Blountstown,Florida,32424,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,161,Blue Lake Elementary School,,,,3868224070,,,,,,29.0357023,-81.2747517,282 N Blue Lake Ave,DeLand,,32724,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1110,Blue Springs State Park,,,,3343974895,,,,,,31.6637784,-85.5079335,"2595 AL-10, Clio, AL 36017, USA",Clio,,36017,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1099,Bluffton High School,,,,8437068800,,,,,,32.2527724,-80.8992176,"12 H. E. McCracken Cir, Bluffton, SC 29910, USA",Bluffton,,29910,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,446,Bob Graham Education Center,,,,badphone,,,,,,25.917687,-80.3262135,"15901 NW 79th Ave, Hialeah, FL, United States",Hialeah,Florida,33016,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,322,Boca Ciega High School,,,,7278932780,,,,,,27.7609697,-82.7132032,924 58th St. S.,Gulfport,,33707,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,221,Boca Raton High School,,,,5613381400,,,,,,26.3638645,-80.1158763,1501 NW 15th Ct,Boca Raton,,33486,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,225,Bonita Springs YMCA,,,,2392217560,,,,,,26.343353,-81.7502159,"27200 Kent Rd, Bonita Springs, FL 34135",Bonita Springs,,34135,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,88,Booker High School,,,,9413552967,,,,,,27.3644736,-82.540512,"3201 N Orange Ave, Sarasota, FL 34234",Sarasota,,34234,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,78,Booker Middle School,,,,badphone,,,,,,27.368505,-82.524022,"2250 Myrtle St, Sarasota, FL 34234",Sarasota,,34234,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,15,Booker T. Washington Senior,,,,badphone,,,,,,25.7863219,-80.2047009,1200 NW 6th Avenue,Miami,,33136,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1160,Boone High School,,,,badphone,,,,,,28.5196656,-81.3645101,"2000 S Mills Ave, Orlando, FL 32806, USA",Orlando,,32806,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,842,Boone Middle School,,,,badphone,,,,,,28.1013032,-81.6129117,"225 S 22nd St, Haines City, FL 33844, USA",Haines City,,33844,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1146,Boutwell Auditorium,,,,badphone,,,,,,,,,,,35203,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,292,Bowling Green Elementary School,,,,8633752288,,,,,,27.6364837,-81.8212183,"4530 Church Ave, Bowling Green, FL, United States",Bowling Green,,33834,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,215,Boynton Beach High School,,,,5617521200,,,,,,26.5411701,-80.0839171,4975 Park Ridge Blvd,Boynton Beach,,33426,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,35,Braden River High School,,,,9417518230,,,,,,27.4505901,-82.4830019,6545 State Road 70 East,Bradenton,,34203,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,34,Braden River Middle School,,,,9417517080,,,,,,27.4293075,-82.4376004,6215 River Club Blvd,Bradenton,,34202,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,719,Bradford High School,,,,9049666075,,,,,,29.9499306,-82.1094983,"581 N Temple Ave, Starke, FL 32091, USA",Starke,,32091,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,731,Bradford Middle School ,,,,9049666705,,,,,,29.9503682,-82.1153807,"527 N Orange St, Starke, FL 32091, USA",Starke,,32091,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1029,Branchville High School,,,,8032748875,,,,,,33.2462328,-80.7907313,"1349 Dorange Rd, Branchville, SC 29432, USA",Branchville,,29432,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,400,Brandon High School,,,,8132747700,,,,,,27.9439607,-82.2997258,"1101 Victoria St, Brandon, FL 33510, United States",Brandon,Florida,33510,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,588,Branford Elementary School,,,,3869355700,,,,,,29.9622421,-82.9214544,"26801 FL-247, Branford, FL 32008, USA",Branford,,32008,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,857,Branford First Baptist Church,,,,3869351363,,,,,,29.9621899,-82.9302171,"607 Suwannee Ave NW, Branford, FL 32008, USA",Branford,,32008,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,86,Brentwood Middle School,,,,9413616230,,,,,,27.310637,-82.474683,"2500 Vinson Ave, Sarasota, FL 34232",Sarasota,,34232,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,794,Brewton Parker College Gillis Gymnasium,,,,badphone,,,,,,32.1857958,-82.5827542,"Brewton Parker College, Ailey, GA 30410, USA",Ailey,,30445,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,683,Bronson Elementary School,,,,3524865281,,,,,,29.461695,-82.629045,"400 Ishie Ave, Bronson, FL 32621, USA",Bronson,Florida,32621,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,680,Bronson High School,,,,badphone,,,,,,29.4635969,-82.632981,"351 Ishie Ave, Bronson, FL 32621, USA",Bronson,Florida,32621,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,679,Bronson Middle School,,,,3524865261,,,,,,29.4657373,-82.6291883,"8691 NE 90 St, Bronson, FL 32621, USA",Bronson,Ohio,32621,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,521,Brooker Creek Elementary,,,,7279434600,,,,,,28.135756,-82.694376,"3130 Forelock Road, Tarpon Springs, FL, United States",Tarpon Springs,Florida,34688,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,744,Brooker Elementary School,,,,9044851812,,,,,,29.8892527,-82.3293092,"18551 Charlotte Ave, Brooker, FL 32622, USA",Brooker,,32622,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,990,Brooks County Middle School,,,,badphone,,,,,,30.8141432,-83.5637004,"2171 Moultrie Rd, Quitman, GA 31643, USA",Quitman,,31643,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,499,Brookside Middle School,,,,9413616472,,,,,,27.3006709,-82.5238633,"3636 S Shade Ave, Sarasota, FL, United States",Sarasota,Florida,34239,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,517,Brookwood High School,,,,2053422777,,,,,,33.2579561,-87.3115794,"12250 George Richmond Parkway, Brookwood, AL 35444, USA",Brookwood,AL,35444,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,711,Browning Pearce Elementary School,,,,3863290557,,,,,,29.61034,-81.582478,"100 Marvick St, San Mateo, FL 32187, USA",San Mateo,,32187,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,697,Bryceville Elementary School,,,,badphone,,,,,,30.5358075,-81.7888712,"Church Rd, Callahan, FL 32011, USA",Callahan,Florida,32011,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,615,Buchholz High School,,,,3522646557,,,,,,29.678598,-82.4020929,"5510 NW 27th Ave, Gainesville, FL 32606, USA",Gainesville,,32606,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,36,Buffalo Creek Middle School,,,,9417212260,,,,,,27.5756384,-82.4885925,"7320 69th St E, Palmetto, FL 34221, USA",Palmetto,,34221,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,487,Buhl Elementary School,,,,2053422640,,,,,,33.255803,-87.7518879,"11968 Buhl School Road, Buhl, AL, United States",Buhl,Alabama,35446,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,724,Bunnell Elementary,,,,badphone,,,,,,29.4726826,-81.255415,"305 N Palmetto St, Bunnell, FL 32110, USA",Bunnell,,32110,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,402,Burnett Middle School,,,,8132747700,,,,,,28.007549,-82.27985,"1010 N Kingsway Rd, Seffner, FL 33584, United States",Seffner,Florida,33584,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
IRMA,1036,Bushnell Community Center,,,,3526894400,,,,,,28.6682325,-82.1057479,"407 E Belt Ave, Bushnell, FL 33513, USA",Bushnell,,33513,,,,,,,shelters,,,,,,,,,,,,,,,,,,,,
